category_id,category_key,entity,expense_type,category_label,is_uncategorised,transaction_rows,transaction_value
1204,be66766bc7e686a3bb1e9a40cdb3463c3e8b877a7d45db47df793713c894d436,HM Revenue and Customs,Non-IT Contingent Labour,HM Revenue and Customs — Non-IT Contingent Labour,false,125,61807210.39
1348,d50e4bc75b1184af8ace02a9ce89e62dd499f9695de9fac5ad57665a182e5af6,Department for Transport,Subs - Imo UK Mou,Department for Transport — Subs - Imo UK Mou,false,1,80000
1393,db7b9e5e97c8578927f693ec81fa04672c5f06adbfe367e20e9e6329afd7618d,Department for Transport,ETV - Standing Charge,Department for Transport — ETV - Standing Charge,false,13,4135686.68
1452,e5841897e5c6f14c77414556d6ed8a931378be6ad5a16938fd498235f7e12c1c,Department for Transport,CP - Surveillance,Department for Transport — CP - Surveillance,false,40,20701862.69
1466,e72e2ab67f3997478933ee5f4fece0a791136a81f62d87463d242d206d1d4b61,Department for Transport,IT Equip Cap Cost,Department for Transport — IT Equip Cap Cost,false,12,1836916.13
1480,e92aa7939e62c44aaa682aec22121781a30ebb885f3298718579da664fb17d73,Department for Transport,Annual Licences - Tv'S,Department for Transport — Annual Licences - Tv'S,false,1,52476.26
1496,eb7fa4610d2b2799ec64e3ac97bc5f518adfa6323104c5325385d22c6906f6aa,HM Revenue and Customs,Facilities Mngmnt,HM Revenue and Customs — Facilities Mngmnt,false,123,19686904.84
1618,fd0152fca57f46fc9fe011832b1cbc2e038b8b25ee975392cd0387b4c3696818,City of York Council,Interview Expenses,City of York Council — Interview Expenses,false,11,273.15
68,0c49e0533899a608101c0a27c3b503c7b799ebe2ac41312fe3cf4b5abb7f643c,Manchester City Council,Collection Commision,Manchester City Council — Collection Commision,false,23,274908.25
132,16b23599cd292106563b08a1d0e448a91d1c1a45ad62454c73695247ba3d6ac9,HM Revenue and Customs,Camera harnesses,HM Revenue and Customs — Camera harnesses,false,1,118.22
175,1d4c5245fe31938624e84bd39668987cad094c94756fdb61929629a77f3580ac,City of York Council,Contributions,City of York Council — Contributions,false,230,3510721.05
207,212926b410a6b379394bfc6ffc3552e25082811a371c3dae9fabb850bbb3da29,HM Revenue and Customs,Vehicle repairs,HM Revenue and Customs — Vehicle repairs,false,5,195200.72
244,288978f853c63bdcce1c53a3905b264c777347b9a7c41d0e564fbbb9d091b7fa,City of York Council,Contract School Meals,City of York Council — Contract School Meals,false,101,149782.11
290,2f5b47573dd94eab910a19dfd4cfdb50d87e8b1d4b05e9542f0edd4de66ae975,Department for Transport,Fishing Industry Safety Group,Department for Transport — Fishing Industry Safety Group,false,2,250000
368,3a152e74b7f7a00a1e8ad71552ef054d1de1eaff5b3b61c32ffe17034e4d1106,Manchester City Council,Courier Costs,Manchester City Council — Courier Costs,false,15,11213.1
377,3b5b2988c8b6e199928b16c7f5487f852d8babef4895cc4006e658931b2dca04,Bristol City Council,Insurance - Vehicles,Bristol City Council — Insurance - Vehicles,false,1,419754.9
415,42739a4e9f75c503e0b5ede57b9f13819226e2736fffa277bd0d0c118d5a0cc3,HM Revenue and Customs,Landline call chrges,HM Revenue and Customs — Landline call chrges,false,7,158013.51
577,5d46502049c70311b950a6113263d292e176e66245d5ee50eaed81b5da94fd73,Department for Transport,Minor Developments,Department for Transport — Minor Developments,false,1,31620
600,60333b74649af628c04a198fcb7309184cc83335c91ae69b3e7ee11d330eabd8,HM Revenue and Customs,GovDept Serv(VAT Ex),HM Revenue and Customs — GovDept Serv(VAT Ex),false,54,49111333.23
710,70f9e5d090e4defeb9f050619afdf560e6b3d447707bc53eb5aa706b068232ea,HM Revenue and Customs,Govt Commercial Org,HM Revenue and Customs — Govt Commercial Org,false,20,3791936.5
789,7bccc75fa7dc1c829a89459d33f1f856f8f5672e7d064bc9e6de62c547ccd983,City of York Council,Operational Materials (Rechargeable Wks),City of York Council — Operational Materials (Rechargeable Wks),false,515,182303.35
793,7c16366280793b3e9539b15ebff4e33c32dd9871f3da4d31e3f9bb2d448c3ffc,Manchester City Council,Supported Accommodation,Manchester City Council — Supported Accommodation,false,5432,31435344.98
833,83113424db4d01467f3d3660f57018f9f658e5a348aa4680941ddd38ca7b2556,Department for Transport,TV LICENCE,Department for Transport — TV LICENCE,false,1,29500
866,886daa31b4752d434f014e6cf1e6131c1ec58ecf2dae293bab2a3cbb0a89cfb5,Manchester City Council,Long Term Debtors,Manchester City Council — Long Term Debtors,false,2,551265.01
938,9422fe14dd58a2a47766cba780556bca316987d423a4c191590bc3733bb1bdae,Bristol City Council,Property Leases,Bristol City Council — Property Leases,false,25,379468.63
952,97fce87857a5ec127e128abd58ac4e94afa2307859ba15c77ce2183f2b345e05,Department for Transport,Estate Service - Consult Lumpsum/Work,Department for Transport — Estate Service - Consult Lumpsum/Work,false,15,837523.5
958,98e88a01b16c2c9c8eaf5f89d308b94d4fc7870b1d0506e3c15ea872feaa831b,Department for Transport,Transfer Grants & Expenses,Department for Transport — Transfer Grants & Expenses,false,1,47970.45
959,98fbe14fc2b7aec242c502f95c0974e27c3ddfeb701e4cfe34e677d835e120ec,HM Revenue and Customs,CHURN,HM Revenue and Customs — CHURN,false,1,34601.05
976,9c32df5bb60044313e7f5cc53cfb0f41a5bff4d84c8a79ceaa0c75df0ae1e865,Manchester City Council,Paper & Envelopes,Manchester City Council — Paper & Envelopes,false,33,71749.57
1017,a2533b494d6915970102ea338ee8f2f40e38351ac64560d7a34981ba1fb147f4,HM Revenue and Customs,Courier Services,HM Revenue and Customs — Courier Services,false,12,476715.45
1059,a7c16a69bae138f99bd4da2b957b460e7051d9b6cb6e70215611e6ba9d1c4881,Manchester City Council,Surveys Fees other,Manchester City Council — Surveys Fees other,false,18,86591.86
1065,a873950bda32d40949536d047c083b8291f136320e3343d4e3b1e5f2fb5ac2ad,HM Revenue and Customs,Office Fit Irrec VAT,HM Revenue and Customs — Office Fit Irrec VAT,false,17,5185650.69
1091,ac9b5a755b267212e5e26195a1c48dbae231dd60b90ca28d0a20fc2d2a2c4f53,Department for Transport,TREASURY SOLICITORS,Department for Transport — TREASURY SOLICITORS,false,1,27248.32
1134,b474116898a3b51356108dbbc9e6ead8786a5c3813dd1efc503139832b1c7bbc,Department for Transport,Professional Fees,Department for Transport — Professional Fees,false,15,626528.59
1305,cdff499b4ce11222d794c7bc0fca296ec9551a757f15cec3e8c41a4772c3e753,Bristol City Council,Catering,Bristol City Council — Catering,false,276,399023.84
1354,d5e0ee26f2973b0b7ad3b49b876fd71f4b3d9ce44d8e9c83ea1e22e61c11e959,HM Revenue and Customs,Utility Payments - electricity,HM Revenue and Customs — Utility Payments - electricity,false,604,20139129.47
1379,da27dde4dcb2692b9d577893d36b82b7c517361ddfbd01dd8f079a8fd12b27c0,Manchester City Council,Indoor Sports,Manchester City Council — Indoor Sports,false,1,690
1395,dbb215ba40936d0124ea01e67fb410344dd033fb587b2d9f1caa8839ef1db2df,Department for Transport,Occupational Health Costs,Department for Transport — Occupational Health Costs,false,10,398100
1410,dec730f26a71394c58b01f333e8bc55e9e7d1c99eacf79375214cb4685fe39db,Department for Transport,Commercial Secondees,Department for Transport — Commercial Secondees,false,6,1384752.7
1468,e764f17dbe24e074fc8ca1e9f430fc5beb8c100b7b610a81682ef983ff8bc29d,Department for Transport,IT - Outsource,Department for Transport — IT - Outsource,false,117,11135653.3
1578,f70f7b6e5628960a72f25fd9fcabff87ae3bd6124e2daf5c97e6bbf12932e17c,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Mediation Voucher Scheme,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Mediation Voucher Scheme,false,22,4421023.2
1585,f7df22f41d49d5e5f5a812aed24c0b4c14ee56d833934e41b3901177008f8e2b,Bristol City Council,Rents - Commercial,Bristol City Council — Rents - Commercial,false,1,38500
1619,fd19566e53981bbd740ca4446618f0611a3090e13563ebc7ee2e2a8baf403158,HM Revenue and Customs,Services waste,HM Revenue and Customs — Services waste,false,11,263233.4
137,1762bdc4fb289cfd91869c73f28bcdeb52362017cc4ed24a2e7851c79bbc6cff,City of York Council,Surveys,City of York Council — Surveys,false,29,41038
145,1952da293c23a247582ef4db35bd0df2ed18f766b1509d6ecfff6e4413c95116,Manchester City Council,Professional fees,Manchester City Council — Professional fees,false,3397,41527080.17
168,1c6a528bcf53cdaa04c63c472f7b3074e9dbd0fd41bae09626fc8e166362c269,Bristol City Council,TPP - Payments to voluntary groups,Bristol City Council — TPP - Payments to voluntary groups,false,1021,21045188.25
200,20895b91151f3bbbed085e3cacffb78a3a9ecaa400743c997d8da624c86d1b46,City of York Council,Service Specific Fees,City of York Council — Service Specific Fees,false,807,3817772.88
228,25b02afeeb3678fe357cf21fc46f11d1b02eeadff126352caba8e11ad5b540b7,HM Revenue and Customs,Management of Agreement & Admin Costs,HM Revenue and Customs — Management of Agreement & Admin Costs,false,13,6147472.93
252,2988371be44feb321a62aacf49d01327f1248482662ec626a37baab722cbf840,HM Revenue and Customs,Promotional merch.,HM Revenue and Customs — Promotional merch.,false,1,42953.18
265,2b8c006fa8b158bbcd03702af7dc8530261fa014aeba255aa23854ca4eade2e4,Bristol City Council,Vehicle Maintenance - Servicing,Bristol City Council — Vehicle Maintenance - Servicing,false,1,612.2
317,3319d604bd6a82e3d8aed5a5dd8c2c01bcf4bf330c9fd7502e133f8315b45d4c,Department for Transport,OFFICE EQUIPMENT (NON-CAPITAL),Department for Transport — OFFICE EQUIPMENT (NON-CAPITAL),false,2,187776.48
380,3bda2950a2f5af38fc20cfa7a5b2adf411c4bdfca65d449406b1581dc93c3604,Department for Transport,Secondee Salaries,Department for Transport — Secondee Salaries,false,7,621323.16
462,4a848c0941cc8f206320f9de2b0e4b40c7fa5da97b49c865f8f1c59a4298a146,Department for Transport,COS India Retainer,Department for Transport — COS India Retainer,false,13,714923.17
499,5110a15a887f8f8fcd3158377ae1f4ceb2035570d055820390b3758042ea368c,Bristol City Council,Service Charges,Bristol City Council — Service Charges,false,70,228853.95
561,59f94180162904e7f3307d5d7741974910f231ddf6f7689d512c5e0126828b74,Bristol City Council,Subscriptions,Bristol City Council — Subscriptions,false,114,1204796.26
565,5aa778d946f35bff99519aea202807320d312a7f5359f6d7b6460b84bf9cc16b,City of York Council,Fixtures and Fittings,City of York Council — Fixtures and Fittings,false,14,7685.11
569,5b810d6d61ffa021b96c92826f38ad053eddde90ba057ab5e5821ea5a5e41448,Department for Transport,Software Maintenance,Department for Transport — Software Maintenance,false,76,7374371.54
612,62f4b89cee19467dd16afaf272123e89d9f9fe5f79f3576ee624f326e6764c9c,HM Revenue and Customs,Contin Labor Run,HM Revenue and Customs — Contin Labor Run,false,145,4597734.36
673,6b0c403d35805903e899731c4bcea455bec7d6335e27de03f430770c58876e5d,Department for Transport,UK Parking,Department for Transport — UK Parking,false,1,27512.92
679,6b8e53d6ca30436355024ea05e655b1436fca63910f720cf4acc00a3cf5a25a0,Department for Transport,Transport  Consult,Department for Transport — Transport  Consult,false,210,18990403.83
725,735a15d078e0d55832e5d33a8a0d61f553e99867b6158082f98b0b54685672cf,Department for Transport,Commercial Partner: staffing assistance,Department for Transport — Commercial Partner: staffing assistance,false,29,2388444.02
785,7b0e83f1df68978a9ec922e069f811db8932ef6710a713077405e743f449531f,HM Revenue and Customs,Ad campaign ser.,HM Revenue and Customs — Ad campaign ser.,false,44,2269918.15
821,80b547688612c18babac2f6b5d69db86bacfc35a691ff4743fefa46ce944f95a,Department for Transport,Government Procurement Card (Finance Only),Department for Transport — Government Procurement Card (Finance Only),false,12,458560.58
832,83105b79b7baa26d3ad0d01fecc0a20bede8e3438b21d183d09cb5268eb12e4e,Department for Transport,Other Telecoms - Computing,Department for Transport — Other Telecoms - Computing,false,1,54939.18
886,8b57333a5e3b92306564315e0d784d1eb4369ce1214d4f5c1dc7e426e5502182,City of York Council,Green Recycling Disposal,City of York Council — Green Recycling Disposal,false,100,1157460.06
911,8e371e013e5768dae6c2d15a1bee5efef4311407a38383eced1859ef9c5154b0,City of York Council,Buildings Purchase,City of York Council — Buildings Purchase,false,48,9099969.6
945,96e1fba8152671a053f28ed69ee71e7dfdd4ce093fb73812c9da1d85a549c4e4,Manchester City Council,Radio Charges,Manchester City Council — Radio Charges,false,11,18644.22
1006,a07f8e98137ea5c8da6d2a246cd6375751bf071d1b7d8d5725951eb95790ab18,Department for Transport,Staff engagement survey costs,Department for Transport — Staff engagement survey costs,false,1,52910
1008,a132132ec9c48ebe232fff67c0b61d635b75013f433544470f779040b2071dec,Department for Transport,CG - Uniforms,Department for Transport — CG - Uniforms,false,2,191718.16
1208,beaf2ad69f9ab0ca73f7ddfbcf185937ea586cade9d3b043ee43926ec5613395,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - HOSTING - Hosting,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - HOSTING - Hosting,false,77,21455257.24
1244,c4f6c656cdb8e93b9ff7a9b1397341b9cc5ce6ccf7dd09e1f00455bc97ed7e57,HM Revenue and Customs,GCO Costs,HM Revenue and Customs — GCO Costs,false,4,5154871.14
1270,c880c0f83a919ac19cb23ea5b0d50b3d89bc0d92e86442cad8a9e97aebc8b481,Department for Transport,AUC / Phase 1,Department for Transport — AUC / Phase 1,false,61,680388355.55
1271,c887fbce6a1f90e5a2a06f8c12d2ca4a9642e9ed615b91f7d9c770adfef34b20,Department for Transport,MOTORCYCLE TAX & INSURANCE,Department for Transport — MOTORCYCLE TAX & INSURANCE,false,1,151280.64
1324,d200cc64d44bfb2830dcafdb788d974a22541cfe744c14c70c41983adf8301c5,Department for Transport,Internal Audit,Department for Transport — Internal Audit,false,1,200718.9
1470,e7c5a3b2df9c68af2b7526b44603885b9a2e3e04fb53a3ca4baa1aea4bdd095e,Bristol City Council,Materials for resale,Bristol City Council — Materials for resale,false,1276,1021972.24
1529,f10805e43064e81c2656e925e6fa6975835db6c7173ee6aa179de04fbd1c1728,Department for Transport,Payroll - Life Protection,Department for Transport — Payroll - Life Protection,false,1,360216.82
1570,f60966bbda00ee1239fd092b02db5568453041dabd3c335319c8c2c324c4eb85,Bristol City Council,Comms - Mobile Telephones,Bristol City Council — Comms - Mobile Telephones,false,125,581641.92
1581,f7839cdef578ef3959d70ad98054bb996c238efcb9f6aafb13a59572d57fb2c9,Department for Transport,Planned Mtce - Build (Noncap),Department for Transport — Planned Mtce - Build (Noncap),false,12,5248195.64
213,2360abc78f04bc97c293e595361d6f9f042c24de33b034dac50978af3b3f583d,HM Revenue and Customs,IT Delivery Charges,HM Revenue and Customs — IT Delivery Charges,false,2,25751.3
288,2ed3d0161eeac0de3420b371e1737025f9f76ebf0d546d85c2ec7512caca06a9,Department for Transport,It Software Purch (Noncap),Department for Transport — It Software Purch (Noncap),false,9,3935000.02
303,3091159554ac0cfdee958c0a2d8476e2af8f2257deee953a7e5f96b036b056b9,Department for Transport,ICT Consultancy Costs,Department for Transport — ICT Consultancy Costs,false,1,67710
308,3116956b97f8d501767758f17e9df99830788ed0cb5418f0573808bb81d2f1cd,HM Revenue and Customs,System Maintenance,HM Revenue and Customs — System Maintenance,false,194,61912107.71
327,341d1b3f1b4f7c5db64d1e8bd5ccbae28af880fc21399d65c01c35953eaa4c00,Bristol City Council,Standing Charge,Bristol City Council — Standing Charge,false,12,16511.03
438,45efa78a8c68087dc82077e7c895a389b10ab35fb99ad9a939de98bc1d8ebebb,HM Revenue and Customs,Other Miscellaneous Expenditure,HM Revenue and Customs — Other Miscellaneous Expenditure,false,3,496767.38
477,4db8e69e742cb7665898a472718cac45879ac8b8a39f1419b8e3a4cbe9b0d308,Department for Transport,Cap Grt NDPBs & CG,Department for Transport — Cap Grt NDPBs & CG,false,16,1993582012.55
586,5ebb915d260979a577eab21e6f5e24622b576c6c82fd7fd4bdc9ea8b08a2de3e,HM Revenue and Customs,Insurance Irrec VAT,HM Revenue and Customs — Insurance Irrec VAT,false,8,416151.72
597,5fe45d72d7a9a2150d380383292da4878f2dc96986a4459f430cf9769a3fbc89,Bristol City Council,City Region Deal,Bristol City Council — City Region Deal,false,13,13847248.46
693,6d7cec39a34e86d4e9b872badcceaef4797337de35a7d7165e992bed3215c85b,City of York Council,Domestic Equipment,City of York Council — Domestic Equipment,false,45,27015.62
701,6fcd92afd8b04d802db308aedd24e1f76cf019c369a2492a92205631c21f3c16,HM Revenue and Customs,Mail and Fulfilment,HM Revenue and Customs — Mail and Fulfilment,false,6,69500.55
795,7c1be1af0d22505c20e523a90a93be4d802eaa582bcc12b3ed946038ff72564b,HM Revenue and Customs,Minor AW consultancy,HM Revenue and Customs — Minor AW consultancy,false,12,372648.04
816,7feeaf565f9d2614bb215c31cf21b6662575884f69f1ad4d5a1c3c9233d37e19,Manchester City Council,Transport Coach Hire,Manchester City Council — Transport Coach Hire,false,1314,15390154.2
842,84a03d081b6fd860a00f88ab885f5bfaaf5954be45cc0c22a24297ef8f850496,Manchester City Council,Travel,Manchester City Council — Travel,false,34,50875.73
924,906ce70048b15a9ad24cd7b01bb05b856eb29626cb6645a1637ae4843b4b0564,Department for Transport,Fuel & Lubricants,Department for Transport — Fuel & Lubricants,false,24,1737827.72
939,9457ff1a00e84e4a92e8958b5fa50d5db05aaef73ef8d276e4765b63a80bb7e7,HM Revenue and Customs,Electricity,HM Revenue and Customs — Electricity,false,11,992417.84
981,9d648a5c1f174ee3d3a416bcb53770f66844718c7194b2b99b5dbb7e99c667dc,City of York Council,Other Heating,City of York Council — Other Heating,false,20,52341.82
1121,b315dfd145c52b86c04535de08a4fa3ffaefd058d22d51e81d3e77210463af49,City of York Council,Premature Retirement Compensation,City of York Council — Premature Retirement Compensation,false,1,6338.31
1187,bc1556d7a9b08c2495257db823b1a8aecbe3e2abb1adc4c4173a6520f69e4133,Department for Transport,Software Licence Exp,Department for Transport — Software Licence Exp,false,62,23110481.64
1190,bc48934b4efd92d9537d5d9d1b1581faf6a78cb8afdd716445fe336b44bad12a,City of York Council,Medical Requisites,City of York Council — Medical Requisites,false,239,228635.08
1394,db8241ccdbf3416116813dc0ed2821e5d2d5b433a1d10656c8ea0f87946320db,Bristol City Council,Services - Mortuary \ Coroner fees,Bristol City Council — Services - Mortuary \ Coroner fees,false,315,909835.12
1426,e1ff74e5766dfd93dc128933bc6579f217846de54d14e0bdcadb06e6c48e7589,City of York Council,Day Support,City of York Council — Day Support,false,6572,5573945.07
1455,e5c449e2e58d88435392285cf4444b30b3a7e06870ead74702eb2a0191eae98a,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,false,244,99291645.71
1489,ea2fc204b923c9b7ba34a761475582ebca367a0adf60f5b03c03d79996567c8d,Department for Transport,AUC / Phase 2A,Department for Transport — AUC / Phase 2A,false,2,244170.84
1497,ebe8dbe52a8024a606b5912dc655cb3e133086acd8cf0052fd7e5982712320fd,Manchester City Council,Other Allowances,Manchester City Council — Other Allowances,false,15,18589.7
3,0092c34d9a45754ae2269faeaa5d93276a1280a2667fdc3fbb746e625e0441bc,HM Revenue and Customs,Other IT Hardware,HM Revenue and Customs — Other IT Hardware,false,8,362899.8
7,011797131a5c125a0675af20e9220e1439b1a7371f333e6093500083312a14d5,Department for Transport,Cap Grt Pri Sec-Cos.,Department for Transport — Cap Grt Pri Sec-Cos.,false,336,262518514.37
110,123270dc37773370c5a5bd47661026ddb7935be0df5a6e0cc13dc8026268a1f9,Manchester City Council,Training and Development,Manchester City Council — Training and Development,false,556,1275180.51
121,142087355bcf7e2a8837f5ef62199e3687379d807fd45bc0ee5f3ec3e5b426f5,Department for Transport,CAR HIRE AND LEASING,Department for Transport — CAR HIRE AND LEASING,false,1,38948.94
166,1c24caa26a4babdf0441ceb1109aba7c7d64527a5aef8a00fca02eb27686c226,Department for Transport,Maintenance of Coastguard Telecomms,Department for Transport — Maintenance of Coastguard Telecomms,false,42,8786049.34
190,1fa6a35df354e7a635b5e4ec183ff70b97d725d3fa12777ca195075e67ca7db1,City of York Council,Non Staff Taxi Travel,City of York Council — Non Staff Taxi Travel,false,118,179812.31
196,201187374c0220709d2dd1f59492df5f1bdccac75257e8abc2f965c5f8591a0e,Manchester City Council,Furniture,Manchester City Council — Furniture,false,713,1746388.56
283,2e9631e7c7a28ff7a83b7b9604ccd6b9c76fe81b100667fe3e32d97b9ca558ac,HM Revenue and Customs,IT Disposals,HM Revenue and Customs — IT Disposals,false,1,26118.31
354,37efe1b42dcc71e4be7d6ca8271c67d0846053cddfdfabcf32659233b9514a63,Department for Transport,Training & Education,Department for Transport — Training & Education,false,8,298583.6
394,3f37e498f9c6ea0689c0e770976a8134f60b98c6a3195a4037d1758813828c72,Manchester City Council,Heart of Manc Bid,Manchester City Council — Heart of Manc Bid,false,6,869185.24
412,4201e2f305da87b319d478b02c2e05d9182661fbd3ad1fa4eeed7419ffdd79d8,Bristol City Council,Capital Sundries Expenditure,Bristol City Council — Capital Sundries Expenditure,false,56,1091609.19
475,4d35e33628a88c1b7b93273294e17b43a9e2d08abbcbab938772daf3e2317e26,City of York Council,External Conference Venue Hire,City of York Council — External Conference Venue Hire,false,9,2535.99
482,4e7c8179801bf228d5e3328a577c1d85954ed3d6fb376a3e4dec4c8d910ea495,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - VEHICLE MAINTENANCE - Fleet Lease Charges,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - VEHICLE MAINTENANCE - Fleet Lease Charges,false,9,379427.73
637,67563d777b9c32041e0bbae9717cfbb5dd77c354f41e15c06be8805a6001ad22,City of York Council,Rubbish Clearance,City of York Council — Rubbish Clearance,false,1,262.5
878,8a283cee6b293ed6b8ce842729eb3fc17b4d90ba80c22a3e73919f0dfc8c7c4d,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - OFFICE CLEANING,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - OFFICE CLEANING,false,48,37985152.78
891,8b8207a22f19b881bb04cf0bda331af9118761023cb4647688ad1e97db823559,Department for Transport,Other Professional Services,Department for Transport — Other Professional Services,false,2,94995
899,8c81eb675ee854b5b8440b7f92a2deadd0510dadbb2c574795a52e9816bc68ee,Bristol City Council,TPP - Nursing care,Bristol City Council — TPP - Nursing care,false,1526,1308663.06
1259,c68ab3d659c62713c5279f3a6c7573ed288659dad512477284663e04d1cb8137,HM Revenue and Customs,Lifecycle Replace,HM Revenue and Customs — Lifecycle Replace,false,54,4943127.03
1358,d620eb4a0588ca5ab7c464e9f1b3be8f1080ff90cc7b350ae1fd76eaccdb3c9b,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - WASTE MANAGEMENT SERVICES,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - WASTE MANAGEMENT SERVICES,false,1,210602.42
1371,d8d62f7bfea6db6afa83829484ce495461cf38401ff6d698e24a71e87b112440,Manchester City Council,Rodent &Pest Control,Manchester City Council — Rodent &Pest Control,false,7,85751.59
1376,d97a66cff15bcb85cbdf609a0c709e7d22ca090ad322a33aa953342319597133,Department for Transport,Gas,Department for Transport — Gas,false,14,690536.18
1389,db2830e9f57132960f71468898f5eb2c7f3d2692ba2afc3509688efce4d3c218,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - VEHICLE MAINTENANCE - Official Cars Hire Charges,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - VEHICLE MAINTENANCE - Official Cars Hire Charges,false,1,25308.28
1418,e03e5a13cf221b0ac67a5575e0738101870c8fe9ae32545e4ff1e9d0e80dac86,Manchester City Council,TMO Fees,Manchester City Council — TMO Fees,false,4,161099.66
1424,e15019b4c5cd01910be076a0acab63489f5361213e12d4e90d4b42bc84a58b33,Department for Transport,CAR TAX & INSURANCE,Department for Transport — CAR TAX & INSURANCE,false,2,759623.88
1475,e83edc867c901eb66c3813b857670767c14fcf4abf5346bb8b09fee552b87f95,Manchester City Council,Publications,Manchester City Council — Publications,false,36,223398.3
1554,f44fd6f81eb67e2d8ab15bb0a17d750ab63d4f0dafc612693ba6c6d34b186adc,Department for Transport,Car Hire and Leasing,Department for Transport — Car Hire and Leasing,false,1,26943.8
1571,f6687cfab1cd92e1813490f9e1f2690b5a07678f2ba33b8410c8199d1701cbca,City of York Council,Bed and Breakfast,City of York Council — Bed and Breakfast,false,485,696963.47
1635,ff958891721c702bcad6fda8b15c4107c10cb4e9c61e010ae5892eb180f0b4ec,City of York Council,Sales and Marketing Fees,City of York Council — Sales and Marketing Fees,false,5,36297.5
32,06cce38edd7b128a10c4a9b2d62e7e3c2ee37b2d954e34b2405b54aa8498c11c,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - Charges/Rental - mobile,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - Charges/Rental - mobile,false,15,1800371.54
95,0f989d7495c1c502f8b46100d4939af315a8877f37e4fff0e8569de7142ce51f,Department for Transport,IT Consultancy - Non Rec (DVLA only),Department for Transport — IT Consultancy - Non Rec (DVLA only),false,9,994072.74
101,104bd697d30751baf6191c5e180d09f48fb618848be9665970217ed3ea41c1e0,Bristol City Council,Window Cleaning,Bristol City Council — Window Cleaning,false,1,1255.97
114,12841c4b68b996da2c34e806c95ff74b72018e52724d6e33b990e1674fa498bb,Department for Transport,TOCWorkngCapitl(Pub),Department for Transport — TOCWorkngCapitl(Pub),false,13,204209507.32
203,2109bf0b2fbc60b8f5c307ed77996c8b5ba4ab27204badcf97f4bcd1addfbd4c,Department for Transport,Technical Services and Support,Department for Transport — Technical Services and Support,false,24,1623398.18
231,2665d499ce32b9f8355f549d127725d7fe36a54fd00a9a48a4c22bf5f9536742,Manchester City Council,Payments to Contractors,Manchester City Council — Payments to Contractors,false,61,12174962.41
249,292b78528a1aecbc0c1786d2db263c995d0338137c368282ef7593131ff3efe6,Bristol City Council,Grants,Bristol City Council — Grants,false,220,2884249.53
264,2b7d3741525f320c096b2bdf9ecd1df30e6e3ea7ecb4e32d947aac525a96e7fc,Department for Transport,CG - Vehicle Insurance,Department for Transport — CG - Vehicle Insurance,false,1,151526.68
405,412ee9618674a390ffd47e5e6d079c156945a013df470704676755379e3ac986,Department for Transport,Communications Equipment Non Asset,Department for Transport — Communications Equipment Non Asset,false,1,87210.18
501,514c462a55e2629d7af6ce1bf2b8208b6fcda515517f63e91ba38a6bb8b1b67d,City of York Council,Grounds Maintenance (Planned),City of York Council — Grounds Maintenance (Planned),false,30,120724.14
521,53b38e6fc6a675b55f07f173b349e38ca4b60f5b63d72b244ee50c893b1044bf,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - OTHER - Intermediary Cost,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - OTHER - Intermediary Cost,false,5,1943644.4
541,56931c0e720f8fae921b13d548bef0c2f48cae737ccf27a1edd4329993921e11,Department for Transport,ST Creditors - Phase 1 CPO,Department for Transport — ST Creditors - Phase 1 CPO,false,6,950528.17
560,59ee95307d31fb3cba2ed0f31dc426f1eb745d7975ce826fbae202b3f05bfbdb,City of York Council,Non Employee Insurance Premiums,City of York Council — Non Employee Insurance Premiums,false,51,4650429.15
672,6b0baaf3a1763791f54878c444b62fc2530ccd7468a6c933864ef6d0c4bd76ad,Department for Transport,Major Maintenance Buildings Non Asset,Department for Transport — Major Maintenance Buildings Non Asset,false,8,412638.06
