supplier_id,supplier_key,supplier_name,company_number,legal_name,company_status,incorporation_date,name_variant_count,is_resolved,unresolved_reason,match_tier,match_confidence,resolution_state,is_individual_withheld
6828,8308575160026636d1db792c576697e6b68d17280cd25aa5024451f3dfd909b9,PWC LLP,,,,,1,false,ambiguous,5,none,Unresolved,false
6829,830aaa48230ef2cbe785d4998252227e655b8da8853f3ed352f4dd444a6b0baf,Ramsden`s Solicitors LLP,,,,,1,false,below_threshold,5,none,Unresolved,false
6830,830c688b957cec52cbce63c8f6656a133ef2b946e6110fe28deb531ebe920492,ROTHERHAM COMMUNITY TRANSPORT,,,,,1,false,review,4,review,Awaiting review,false
6831,830f0d1d23c626ec0923dd9831d249a1140ed60e73ada2dba0107a3ea38e99dc,OASIS ADOLESCENT SERVICES LIMITED,10606038,OASIS ADOLESCENT SERVICES LIMITED,Active,2017-02-07,1,true,,2,high,Resolved to Companies House,false
6832,8316efea3210d8d1b688a09dc66e32ff5e665c007d4ea7e223e50bc8796eccc5,National Centre For Early Music,,,,,1,false,below_threshold,5,none,Unresolved,false
6833,83196e3f322188f788c8eec8e67efb24139b00978cfaf558bb40d819c85021be,ELLIOTT HYGIENE LIMITED,04128686,ELLIOTT HYGIENE LIMITED,Active,2000-12-20,1,true,,2,high,Resolved to Companies House,false
6834,831c1d362261f08195d1555c054e508257711fbed2fdc7ac0486fa9b4e5a0447,West Street Glazing,,,,,1,false,review,4,review,Awaiting review,false
6835,8334313d49776efb4e29f7ab45793555ddc040214448510ed2c805903bd55752,LAACO LAMINATES LTD,,,,,1,false,below_threshold,5,none,Unresolved,false
6836,8335f5708013573b30a539938a4f11e52e2626b070681007c26fba7ccc565d52,SOLARVISION LIGHTING TECHNOLOGIES LIMITED,13131440,SOLARVISION LIGHTING TECHNOLOGIES LIMITED,Active,2021-01-13,1,true,,2,high,Resolved to Companies House,false
6837,833ef44f66c836f4007ef38dcaf8a5fa2f72051cb1d003cb40e5cd14b4aa3bdb,SAWNWORKSHOP LTD,15488968,SAWNWORKSHOP LTD,Active,2024-02-14,1,true,,2,high,Resolved to Companies House,false
6838,83407b9beed292430dc8d1bf025ee907df8f7a162501a20fd7b73fa4154d9762,AEQUITAS LEGAL SOLICITORS LIMITED,08884940,AEQUITAS LEGAL SOLICITORS LIMITED,Active,2014-02-10,1,true,,2,high,Resolved to Companies House,false
6839,83500bde80178d65b9797012ad276741b934efbb36d23ace287ca32c670cbd65,DERBY CITY COUNCIL (NNDR),,,,,1,false,no_match,5,none,Unresolved,false
6840,8359af4cf1f5972f8e7dd98e0f73d904abf8f72f81bfc4b917ef23fcdce9bff9,C2E888701200M UKVI,,,,,1,false,below_threshold,5,none,Unresolved,false
6841,835d196dd3f656445464543fca76d68c8ce471c7e3c66f3b4aca41985784822b,Westminster Insight t/a Knowledge Exchange Group Ltd,,,,,1,false,below_threshold,5,none,Unresolved,false
6842,835f1674ea9210e7d00f5e76618d0b33be3229b71ef519b1ea8a17d3fb7f6029,William Merritt Disabled Living Centre,,,,,1,false,below_threshold,5,none,Unresolved,false
6843,835fadae220014d5d9106cfd01d1374102d1f6dec0eb85b945882cabe9fecc17,Cardiff Marine Services Ltd,,,,,1,false,below_threshold,5,none,Unresolved,false
6844,8361ba83536ab7b16c6eb979090b4ec1f823a07db6ff76b1405b5848cd401874,HAPPY HOMES MANCHESTER LTD,10650706,HAPPY HOMES MANCHESTER LTD,Active,2017-03-03,1,true,,2,high,Resolved to Companies House,false
6845,8363ab7891ee8c10dc11870a640725299234d35e2f94eef79816a93b1d65ab87,Friends of Rodney Fields,,,,,1,false,below_threshold,5,none,Unresolved,false
6846,836b03709cc76485457fc3fed01885d09de902f792441938bcb310c6c995c795,ETM RECYCLING LIMITED,06915518,ETM RECYCLING LIMITED,Active,2009-05-26,1,true,,2,high,Resolved to Companies House,false
6847,836b3108e6fe38c694f8fe4792cf3a4d4456c958b5bad7aa97e0fa04dd5f9f14,Holistic Social Care,,,,,1,false,below_threshold,5,none,Unresolved,false
6848,836f1a5b83cf2a94c052196b48bce02ee3c7461674df933c2f9a4c4e4b6e3d05,John Wesleys Chapel (The New Room),,,,,1,false,no_match,5,none,Unresolved,false
6849,8372fbebe1974e284cdc9aef18b57ac63d2fcc99f8a368b17e0195f23c75746e,TRANSPORT UK EAST MIDLANDS LIMITED,09860485,TRANSPORT UK EAST MIDLANDS LIMITED,Active,2015-11-06,1,true,,2,high,Resolved to Companies House,false
6850,837440335898df167f45cd4f0848fdc8669a702eca1c8f92b7d64d0c0ae6d5fd,MS-GROUP LIMITED,00821400,MS-GROUP LIMITED,Active,1964-09-30,1,true,,1,high,Resolved to Companies House,false
6851,83825e4bf87aa99b4b3d42e721312a1e0ecf9cf0fd4844afbf9d03538af3d64e,Wigginton Primary School PTA,,,,,1,false,below_threshold,5,none,Unresolved,false
6852,838e2e8eabc1898f1cc3d73727454a38c13e0d11d4023f0f69c9255814b9a0c8,WORCESTERSHIRE COUNTY COUNCIL,,,,,1,false,below_threshold,5,none,Unresolved,false
6853,83908e2689fd9999ace28cfc415d201354d24d7b884827fc5fdf6f1c1511c788,Brooklands House Rest Home,,,,,1,false,below_threshold,5,none,Unresolved,false
6854,8392032e21c13048bedc79704c650f209b53953d1669c961f4ced0e837515015,CLUB BRISTOL LTD,11186929,CLUB BRISTOL LTD,Active,2018-02-05,1,true,,2,high,Resolved to Companies House,false
6855,839c4dddbf5145b2735bf902a92c5b728f8ccefd94814c3660cc1763a4ebe95f,KINGSPAN LIMITED,01037468,KINGSPAN LIMITED,Active,1972-01-07,1,true,,2,high,Resolved to Companies House,false
6856,83a1cd832a1e30a956e22e90089a5755fb7005cff5aa78c14535166361f0ddbe,STEROPLAST HEALTHCARE LIMITED,00504340,STEROPLAST HEALTHCARE LIMITED,Active,1952-03-13,2,true,,1,high,Resolved to Companies House,false
6857,83a4f6f304ca86fdebe970d5eaae9c62f3d3662a4b98386fd1486d3e8b96a58e,DUDLEY METROPOLITAN BOROUGH COUNCIL,,,,,1,false,no_match,5,none,Unresolved,false
6858,83a5ef47f2139c470557904ce7019ccce5a0e2ba8498ada18d47733909cf08e6,STRENSALL RESIDENTS COMPANY LIMITED,04473135,STRENSALL RESIDENTS COMPANY LIMITED,Active,2002-06-29,1,true,,2,high,Resolved to Companies House,false
6859,83abffff84d3c7d5314fd489f4c860b05a30d98471d352fd836e9eefed4a4ba8,Asgard Groceries,,,,,1,false,below_threshold,5,none,Unresolved,false
6860,83b12f094fbb5f7a62f5e4b1f36e4794378b75d41c4d5b8d360d95090c4e1ca1,AXON PUBLIC SAFETY UK LIMITED,07390059,AXON PUBLIC SAFETY UK LIMITED,Active,2010-09-28,1,true,,1,high,Resolved to Companies House,false
6861,83c18ff11c50e910c500ba8c061f5f2a1a978adc18c885d566a8fcc3d01c3d0f,SEVERNSIDE SIRENS TRUST LIMITED,03348008,SEVERNSIDE SIRENS TRUST LIMITED,Active,1997-04-09,1,true,,2,high,Resolved to Companies House,false
6862,83cd0351cce473585c1f36664c5e1b5d04e36a1ebe57bc0e8ecb182bac562148,TRANSPORT INITIATIVES LLP,OC310831,TRANSPORT INITIATIVES LLP,Active,2005-01-04,1,true,,2,high,Resolved to Companies House,false
6863,83ceb4abee31506a795b01097160a917275f69bb50faf70002ed959bfe684943,PRISTINE LAW LTD,14423614,PRISTINE LAW LTD,Active,2022-10-17,1,true,,2,high,Resolved to Companies House,false
6864,83d1cdeaa507d67fcdbc72a9d22011e6358770c7372e3cdde2a389109ecb604f,Orchard School,,,,,1,false,review,4,review,Awaiting review,false
6865,83d93a013f9951c9d9d4ebdccfac14b610e8bb2af46710dae4dfc16b0a807ea1,UK Health Forum (Association of Directors of Public Health),,,,,1,false,review,4,review,Awaiting review,false
6866,83d97be6912169a2df43f9036754e53467b001b8cb842a5b362823ad80642c05,ELITE COMMUNITY CARE LIMITED,14184045,ELITE COMMUNITY CARE LIMITED,Active - Proposal to Strike off,2022-06-20,1,true,,2,high,Resolved to Companies House,false
6867,83dac6578473192738402d15b47ddd17a8e349d43e00228779c2a8da6fe626bb,British Gas Plc,,,,,1,false,below_threshold,5,none,Unresolved,false
6868,83e36049d3190f8e283eae43bda094bfe7b1b8cbf6091d1cf4043490950f5a54,COALESCENT LIMITED,12744137,COALESCENT LIMITED,Active,2020-07-15,1,true,,1,high,Resolved to Companies House,false
6869,83f559dbbc11d6196c44b333f5ba41e9852632bfbf09b7ae0f9fd7658adac1fe,HEAR TOGETHER,CE021352,HEAR TOGETHER,Active,2020-04-01,1,true,,2,high,Resolved to Companies House,false
6870,83f9afbcfd7086611e269e0ea528081358080a56e41925f1965fb8361d8e0011,UNIVERSITY OF CENTRAL LANCASHIRE,,,,,2,false,ambiguous,5,none,Unresolved,false
6871,83ffee51d6a6a899937bb66237ccdee52750973ee3155faaba070c20a3757b5d,Peak District National Authority,,,,,1,false,below_threshold,5,none,Unresolved,false
6872,8416b6dc03b6f5e0ba27e61fc0e00ce48e62e35067052887f5c150f5ad82064b,BGC European Holdings LP,,,,,1,false,below_threshold,5,none,Unresolved,false
6873,8417ac1e04da36e7e64fd6853afa07b7c1fcc7d466688b56763cbb0f9a48f3cf,DIAMONDS VILLA LTD,10425909,DIAMONDS VILLA LTD,Active,2016-10-13,1,true,,2,high,Resolved to Companies House,false
6874,841a2aaf12bde6e2aaa5cf3ce95de7d461b2f24f204896bb47c2a8eec3063eef,COMMUNITY BROADBAND NETWORK LIMITED,IP29727R,COMMUNITY BROADBAND NETWORK LIMITED,Active,2004-04-07,1,true,,2,high,Resolved to Companies House,false
6875,841b28330ad8e23f9f9c37b98611e431bc388dcbb617aeda1f956e7ee116a962,JetBrains SRO - JetBrains Toolbox Subscription,,,,,1,false,no_match,5,none,Unresolved,false
6876,841d8d81d56fa8b066c472f5bcc0d0d062c651376f7e6df0cc2344e1157bd79d,Warren Hatter t/a Ripple PRD Limited,,,,,1,false,below_threshold,5,none,Unresolved,false
6877,841e0404fc36842ac9366f61a83b96d16d7b5715a3676559ac98ce3febdd772b,Trent’s (Southwest) Ltd,,,,,1,false,below_threshold,5,none,Unresolved,false
6878,841e2132e027d9592d3b62e51297ecb9ea0a09699441dcbc7b5f0a988f3107a4,York Campus Nursery,,,,,1,false,below_threshold,5,none,Unresolved,false
6879,841eab4756aaa65e34200af77f48006ee449a756109609beba9354f9adaef3f4,Claimsmiths Law,,,,,1,false,review,4,review,Awaiting review,false
6880,8420eff8afd53a87d012527a644555c6240da53cbe6d8544b5525fda3e2aaa5f,DIDSBURY CHILDMINDING LIMITED,09858632,DIDSBURY CHILDMINDING LIMITED,Active,2015-11-05,1,true,,2,high,Resolved to Companies House,false
6881,8423747146b94dc9c49d18bf0555482287d67c7dfe9db901e36d21d550b36d31,Executive Property Managment,,,,,1,false,below_threshold,5,none,Unresolved,false
6882,8424fa1ec41bae06a3b9a0c304ba21513cbffb136d08dc44ee47f8e78fc794f7,NEAL CONSTRUCTION LTD,12126629,NEAL CONSTRUCTION LTD,Active,2019-07-29,1,true,,2,high,Resolved to Companies House,false
6883,842c872cd7acd7919466fb697e3279d211af40026634f0b8ae6c0f6bcaa8587f,DIGNITY FUNERALS LIMITED,00041598,DIGNITY FUNERALS LIMITED,Active,1894-07-17,1,true,,2,high,Resolved to Companies House,false
6884,842ff4e999d86c7d0c990369f770236e8df2a9d6945200e808180a013f84d6ae,MBESHEFF LTD,13428977,MBESHEFF LTD,Active,2021-05-31,1,true,,2,high,Resolved to Companies House,false
6885,843bd0aba5b76a14155b0ad35cd530cdbbddc7aaa6708944dad62cb2d4645187,Liverpool Quaker Meeting House,,,,,1,false,below_threshold,5,none,Unresolved,false
6886,843c2b6b3d3bff4f6e804fa3798ed482017afd9e3a05a256f3c065c1c5abca9b,GROW ORGANISATION,04126612,GROW ORGANISATION,Active,2000-12-15,1,true,,2,high,Resolved to Companies House,false
6887,8444e2e855a97fdac9a7b42605970c62c1f6c62b0851d7e5b994f44896e0e21e,Land Registry,,,,,1,false,no_match,5,none,Unresolved,false
6888,844578925bab09968d5551cb6d462ce709657a6eb6dfb01db40ac75b0df09521,CASTLEFIELD FORUM,CE017132,CASTLEFIELD FORUM,Active,2019-04-09,1,true,,2,high,Resolved to Companies House,false
6889,8448dc77f3d11a45628ef222b4782d07458c6ae3ca639439d919e28049d7ec8c,Little Sisters of the Poor (Glasgow),,,,,1,false,review,4,review,Awaiting review,false
6890,844fa2c6cc6943c18cd511837202d98e7a60642488b16df24bc4bc9284aa2bb9,H C Slingsby PLC,,,,,2,false,ambiguous,5,none,Unresolved,false
6891,8451d637ce505d0fc8da45c82381d8f401db80a65ae9a84b5814d864b69b2e72,Rentokil Initial t/a Ambius UK,,,,,1,false,review,4,review,Awaiting review,false
6892,845655bf7faa8e5a074396d01a7a09d0a832b56e26f510e10f971ed72e8d93ab,Earthworks UK Ltd,,,,,1,false,review,4,review,Awaiting review,false
6893,845afc628c4df8cdb4b78734b2c7fb35a5744d0abf18640af9405f4cf07143d5,TVM Health Limited,,,,,1,false,review,4,review,Awaiting review,false
6894,845bcb5be0ef22d8b3907c9963f72fc686d3263bae3589f93ba9745ff2fd2c97,Barclays Debit Card - Remand,,,,,1,false,no_match,5,none,Unresolved,false
6895,845c57fd60eb58b7b20a395e6f4b1848e4c3ddd6fc88192719c2f0bff288188a,LIVING AMBITIONS LIMITED,02622175,LIVING AMBITIONS LIMITED,Active,1991-06-19,1,true,,1,high,Resolved to Companies House,false
6896,8466d050c69d4f7882b052da4191ceb35d5cfe0517d7bb18d57813e45e5ff79c,J Laidlaw,,,,,1,false,below_threshold,5,none,Unresolved,false
6897,8468718270c2093a73589d76684f32e122126b57b2cc77566d6169e1d574852a,Redlynch Leisure Installation Limited,,,,,1,false,below_threshold,5,none,Unresolved,false
6898,846c75734339497582430242b2cdfec740bfb97463d8470264749138b857577a,Everybodys Cycling CBS Ltd,,,,,1,false,no_match,5,none,Unresolved,false
6899,8471ec61ebba77fdc6871ced910d914cb19af8881283f62b98778133bb3a164c,KS1/2 Bridgelea PRU,,,,,1,false,no_match,5,none,Unresolved,false
6900,847305a5246aa10c1e5d469e288dd658bdaf7814e0545f9bd12e9744a7e9bf77,Cross 8,,,,,1,false,below_threshold,5,none,Unresolved,false
6901,84746c9f32735d7453614009873bee202df6d0d1d6e525ba8967821255da2f92,COMPUTER APPLICATION SERVICES LIMITED,SC102278,COMPUTER APPLICATION SERVICES LIMITED,Active,1986-12-12,1,true,,1,high,Resolved to Companies House,false
6902,8480e54b4b7adcf48a8b8268a6525f8f8e5300440c4be3d6db8766f08c8456d1,WEST MIDLANDS POLICE,,,,,1,false,below_threshold,5,none,Unresolved,false
6903,8485a6add6ba0f6e41d44263d8a049ee17c6a3da0e8b0af9c7a214a1d2e54845,ZOHO CORPORATION LIMITED,13424508,ZOHO CORPORATION LIMITED,Active,2021-05-27,1,true,,1,high,Resolved to Companies House,false
6904,84964beef95b1cf080b5db394662f1b96baf27c358ebc9f7d500d21643dc4df9,ALLSCREENS NATIONWIDE LIMITED,04797846,ALLSCREENS NATIONWIDE LIMITED,Active,2003-06-13,1,true,,2,high,Resolved to Companies House,false
6905,849727e9a1692e7d4a3d85e71db932d9f6b9416e9b3b20ba945ba0c9fd00f11a,FIRST GREATER WESTERN LIMITED,05113733,FIRST GREATER WESTERN LIMITED,Active,2004-04-27,1,true,,2,high,Resolved to Companies House,false
6906,84a031f8d9701df49ac3f1ca2b0d7b3af6512650b06def3148344b6083c283ec,HEMMING GROUP LIMITED,00490200,HEMMING GROUP LIMITED,Active,1951-01-04,1,true,,1,high,Resolved to Companies House,false
6907,84a35324dba9e860f211be413ab1318076fde878dbc8b03cac67f11f7d7fde8a,ECC UK,,,,,1,false,below_threshold,5,none,Unresolved,false
6908,84ace52d81fb76aa90a3aead7c0683d44cc593d6aba83482a47237c8f43a0144,Band Ltd,,,,,1,false,below_threshold,5,none,Unresolved,false
6909,84adabbbc3688211f54a99abf8d1e1ccb7cabccd25602fb8d4dbce16873fdcec,ISCC2G8L98688G UKVI,,,,,1,false,below_threshold,5,none,Unresolved,false
6910,84af38d185522717664503fec2901f9bd391ec6babd2e5b582692d968e183248,TTS GROUP LIMITED,04373761,TTS GROUP LIMITED,Active,2002-02-14,1,true,,2,high,Resolved to Companies House,false
6911,84af590f9259c10a5b0ad82160b53ac7e490c9cc1e7f3c44d30c913a81f275b5,ELLAWAY ENVIRONMENTAL LTD,08489932,ELLAWAY ENVIRONMENTAL LTD,Active,2013-04-16,1,true,,2,high,Resolved to Companies House,false
6912,84bc4027758c0c6dff6bcc78d8d6ad76a154e0b747c8e1552085bb36f55dfbd5,DANVM DRAINAGE COMMISSIONERS,,,,,1,false,no_match,5,none,Unresolved,false
6913,84bca159c04f8a0489e3e53310ffb33d6aab5670e0e46c5d88b74f90a380aa14,HOMETRACK DATA SYSTEMS LIMITED,04622244,HOMETRACK DATA SYSTEMS LIMITED,Active,2002-12-19,1,true,,2,high,Resolved to Companies House,false
6914,84c7ec06258e59b058b82fb4f6d713c8708b0221795d5eb9d80d0f549395ad2f,Collyhurst Nursery School,,,,,1,false,below_threshold,5,none,Unresolved,false
6915,84cf56eef4ca41236901f189aabb8e4d7029acf9f1fc219fcea67808eeef33d1,BAE SYSTEMS (OPERATIONS) LIMITED,01996687,BAE SYSTEMS (OPERATIONS) LIMITED,Active,1986-03-06,1,true,,1,high,Resolved to Companies House,false
6916,84daa6c19142d26c692e7e305770f76e9d34bbd90e2a6ea121da2b052dcba09c,Aubrey Lee & Co,,,,,1,false,below_threshold,5,none,Unresolved,false
6917,84e6435f9e5d1a152c638c642d082c13dc81680ce8f916f55c40ac7fe8806ffe,JETCHEM SYSTEMS LIMITED,02636413,JETCHEM SYSTEMS LIMITED,Active,1991-08-09,1,true,,2,high,Resolved to Companies House,false
6918,84e8a657cd242a5408d865c1165740b65fa3a587d1e51e5ad8a633bf07440932,Nisai Virtual Academy,,,,,2,false,review,4,review,Awaiting review,false
6919,84efc957c33bd60bd74ff1b0a8e530d59a9053d0b61c5941c6e580b6c6a5e41a,BRISTOW & SUTOR,01431688,BRISTOW & SUTOR,Active,1979-06-20,1,true,,1,high,Resolved to Companies House,false
6920,84f9ef0ed2a88c8addbf919e5442ad9260c87c5067c0df61401a2c90fa0db251,MCE Academy/Hope Learning Trust York,,,,,1,false,no_match,5,none,Unresolved,false
6921,84ff4abad1beab1c836cd46574206ecf01dcdeab49392c8143cc9cc54f32104b,BOON & MOIL LIMITED,12138715,BOON & MOIL LIMITED,Active,2019-08-05,1,true,,2,high,Resolved to Companies House,false
6922,8512f856ab48ef19f5510ab0dee18c12cffea7e6e6c73542bff9a9356ac72920,Red Speed International,,,,,1,false,below_threshold,5,none,Unresolved,false
6923,851500e9d3aa98ead55501f8aef96535f058fd9394c573b4ae80b3f843c9e9df,TAG FARNBOROUGH AIRPORT LTD,,,,,1,false,below_threshold,5,none,Unresolved,false
6924,851c5eafcc8648c4cf88c0fd77396740c4341f130e7144e83e022bd8ad09d428,Universal Sealants (UK) Ltd,,,,,1,false,below_threshold,5,none,Unresolved,false
6925,8520292e3854ad29145385e057d736b4c4e13a2d64897632aa90bcf94598335d,NORTHWOOD (YORK) LIMITED,04855946,NORTHWOOD (YORK) LIMITED,Active,2003-08-05,1,true,,2,high,Resolved to Companies House,false
6926,8532e943306b3cde04c05cfd70b6973d0dd36d7f9a5c776d7e6a48ccc96c519a,Heworth Cricket Club,,,,,1,false,below_threshold,5,none,Unresolved,false
6927,853949fe7542dd42d28275abc65166786d7f2ee6a726fb5994744d2be878cd64,Planet Food,,,,,1,false,below_threshold,5,none,Unresolved,false
6928,854cc537d5cd8bc57e3895b833edd20b029837991f8827dbe5e257a1c1efc678,ANTHONY COLLINS SOLICITORS LLP,OC313432,ANTHONY COLLINS SOLICITORS LLP,Active,2005-05-27,1,true,,1,high,Resolved to Companies House,false
6929,854eb54b23b9eabe6cb0bed6f5a8ffeb231bcbb2d46321987630009b29583966,THE POLICE AND CRIME COMMISSIONER FOR LEICESTERSHIRE,,,,,1,false,no_match,5,none,Unresolved,false
6930,85511d296435a4b2e976dd0dfde6b6b61d756da6f57704ef3800b5de1ed2c436,CLYDE & CO CLAIMS LLP,OC344148,CLYDE & CO CLAIMS LLP,Active,2009-03-18,1,true,,2,high,Resolved to Companies House,false
6931,8556d5a1b6431a131eb5952c1b21b0c9fb657379f90c90312f52f2ff2f1e9a57,Tiny Turtles Day Care Ltd,,,,,1,false,below_threshold,5,none,Unresolved,false
6932,8557ac1ed023d4d2b5d3e9e03896eeb8f1a71865b13377bf716305592bea48cd,University Hospitals Bristol and NHS Foundation Trust,,,,,1,false,no_match,5,none,Unresolved,false
6933,855b1cf532aa0361b98f6d782946bc0236db2db2a63dd43d093075fb2f5c25a4,LIBERTY FOSTER CARE LIMITED,06803003,LIBERTY FOSTER CARE LIMITED,Active,2009-01-27,1,true,,2,high,Resolved to Companies House,false
6934,855b28339cb2888dcb2fba61a2aa39eee40a0806ba3d11bc6ec093217de5d42e,ENTRUST (EUROPE) LIMITED,03403634,ENTRUST (EUROPE) LIMITED,Active,1997-07-15,1,true,,2,high,Resolved to Companies House,false
6935,855b8b1f7d3748044811a9551501a457eb549b342ee95193567c925326ce50ef,PURE INNOVATIONS LIMITED,05241249,PURE INNOVATIONS LIMITED,Active,2004-09-24,1,true,,2,high,Resolved to Companies House,false
6936,855e24ff49f61e3b0521ecb13b7e1169e89b439434bb2129010d375c9a0fb3db,HOUSE OF LOGOS LIMITED,05096076,HOUSE OF LOGOS LIMITED,Active,2004-04-06,1,true,,2,high,Resolved to Companies House,false
6937,8565f176ec2e7893d31ebd25deff0912c7fedb6f392bd7bb0c2725734dd30507,OASIS COMMUNITY HUB: NORTH BRISTOL,07237012,OASIS COMMUNITY HUB: NORTH BRISTOL,Active,2010-04-27,1,true,,2,high,Resolved to Companies House,false
6938,857257b9785da4d890470fdd62364f67aeb12c51d926e3bbbe0445ccccc3d0c0,TYANDCO ELECTRICAL LIMITED,09392536,TYANDCO ELECTRICAL LIMITED,Active,2015-01-16,1,true,,2,high,Resolved to Companies House,false
6939,85744c235377e3f8ce7a4c42f7fb6cae10d27c57296edddf37d00b5993b0c33d,THE POLICE AND CRIME COMMISSIONER FOR SURREY,,,,,2,false,no_match,5,none,Unresolved,false
6940,8576b21e2a1587f94720826b928d5d67f85aaee1a464e7e7e8de41f153e2e149,STEER DAVIES & GLEAVE LIMITED,01883830,STEER DAVIES & GLEAVE LIMITED,Active,1985-02-07,2,true,,1,high,Resolved to Companies House,false
6941,8577264dc86e3440b35b2ff2f70e103ca7f6dd891ecdd3740aeb81418cf157ff,Friends of St John's Gardens,,,,,1,false,below_threshold,5,none,Unresolved,false
6942,857c5791b4f9d0a3b991f148a0f3d17befb98e5f82a49b377bec2b1f340f655f,ITSA,,,,,1,false,review,4,review,Awaiting review,false
6943,857c6d2632d051f0fb65d688483b6c4754f1292c23138621bf23f6598d6ead83,Temple Studios,,,,,1,false,review,4,review,Awaiting review,false
6944,857ddce1a25b0a01e0d388a7d35826fd77c1f5ab41f60448dc4f35fe1a2b5b18,Duncan Fennemore t/a CEIEC,,,,,1,false,below_threshold,5,none,Unresolved,false
6945,8580ae4fba26839893dc48c522322e875be0540d16e4d57adea059e1526c4516,SOUTH KESTEVEN DISTRICT COUNCIL,,,,,1,false,below_threshold,5,none,Unresolved,false
6946,85821446836c7a2e5cc190c09e95dd385f06de4d0a81d43d0438ca01ea0fe1d1,BT LIMITED,02216369,BT LIMITED,Active,1988-02-02,1,true,,1,high,Resolved to Companies House,false
6947,8587b37b239650bc9b9e6946f839bf1a6292d3f357bf39bf8dcc0557e3da912e,M G WEBBER WEST COUNTRY GROWN LIMITED,08353240,M G WEBBER WEST COUNTRY GROWN LIMITED,Active,2013-01-09,1,true,,2,high,Resolved to Companies House,false
6948,858a23678c14dcdb3c75154da2dfefeabcb424cb51bcc087bfb0ce61febf89b0,Gorton Horticultural Society,,,,,1,false,below_threshold,5,none,Unresolved,false
6949,858ac6bf75e1649cc50fb18559700082e74807e7d7796b1afc94d9cd5e7e61ca,ROBINVALLEY LIMITED,13841715,ROBINVALLEY LIMITED,Active,2022-01-11,1,true,,2,high,Resolved to Companies House,false
6950,858b42543d46b99de4c37fc7b7ae119952c04b613f343230cd9bf5556f0a06c8,CLAPHAM COMMERCIALS YORK LIMITED,12584829,CLAPHAM COMMERCIALS YORK LIMITED,Active - Proposal to Strike off,2020-05-04,1,true,,2,high,Resolved to Companies House,false
6951,858d50bdb85733acd0d7b98227e9afeffa3b39f914a473c78e1c1744f4dcda77,DRAGON OCCUPATIONAL THERAPY LTD,13918739,DRAGON OCCUPATIONAL THERAPY LTD,Active,2022-02-16,1,true,,2,high,Resolved to Companies House,false
6952,8591b638d35442ca3652c95b966fabd178292a356f2598cb88d4c1faff8e1e22,Nasen (National Association for Sepcial Education,,,,,1,false,below_threshold,5,none,Unresolved,false
6953,85a2aca825f7d5eb723abce15db25f48b7b2a876c3e2c302daefb873a28bb679,CB RICHARD ELLIS (CBRE),,,,,1,false,no_match,5,none,Unresolved,false
6954,85a6bd6998da28b87a01b9b75c86172f90f1d5f2ef10f4b153a3fe2519faf8fb,Gray's Inn Square Chambers Ltd,,,,,1,false,below_threshold,5,none,Unresolved,false
6955,85ad87bcf3de90ff8272e08ad82e896ee9a783fb99c2c174ade0308fd3016a57,SECURITAS SECURITY SERVICES (UK) LIMITED,01146486,SECURITAS SECURITY SERVICES (UK) LIMITED,Active,1973-11-20,1,true,,1,high,Resolved to Companies House,false
6956,85b0470716ed984a43141f3ca7d3f4ac59c1e3abbe8a333d737ec1179ad7dfd6,MCR SEO,,,,,1,false,review,4,review,Awaiting review,false
6957,85b9aacc6f324212a14594baff0f12b13f13f28c6af8c89b78e03b57491d9af5,SUPREME LINGUISTIC SERVICES LTD,09340464,SUPREME LINGUISTIC SERVICES LTD,Active,2014-12-04,1,true,,2,high,Resolved to Companies House,false
6958,85bdc10928ed82cb4b00a8938a860b0a02bd2015e0b5ca9640dee545f3b16397,Tameside MBC,,,,,1,false,below_threshold,5,none,Unresolved,false
6959,85c351fc8e38bdcf7e8d39a4c456215ae62666cc252e58d49add1ed6304276df,ENHANCE EHC LTD,06598971,ENHANCE EHC LTD,Active,2008-05-21,1,true,,2,high,Resolved to Companies House,false
6960,85cd07b49ed8acad580fd3c8b18cacdf2d89422080c0dc1d46e71e8100e67d0e,Panda Playgroup,,,,,1,false,no_match,5,none,Unresolved,false
6961,85cf5c7c31af59038e59fb2272a25991663df89f7a8edb335af80a97b3658a55,STORIGRAPHIC FAIRE,,,,,1,false,below_threshold,5,none,Unresolved,false
6962,85d90dc863e676ab550cc49093c6463d8b49015386ae3f199f0c4de8c29f42a6,Etz Chaim Boys School,,,,,1,false,no_match,5,none,Unresolved,false
6963,85d9e6430fe1988a5fdbd3b60bec74c003fa6fbd8d242305c6b0f7da9d63c71d,Individual — name withheld,,,,,1,false,below_threshold,5,none,Unresolved,true
6964,85df7d48e27432ca179e2ce8fbcc4d8c95a273ba973f1afa12ade48fece04011,Disability North -  Invoices,,,,,1,false,below_threshold,5,none,Unresolved,false
6965,85e4e66f814b78c6037ee46fab4b7f99a676025df92ecc2fe61a361b89429827,HAMPSHIRE CULTURAL TRUST,08986225,HAMPSHIRE CULTURAL TRUST,Active,2014-04-08,1,true,,2,high,Resolved to Companies House,false
6966,85ebc75c3a5e3594fd23e9bd32775e43d2d74a40281c68f61611b1df57284646,CHILDREN'S CONTACT SERVICES LTD,08423624,CHILDREN'S CONTACT SERVICES LTD,Active,2013-02-28,1,true,,2,high,Resolved to Companies House,false
